,words,letter,diversity,ranking
1604,ensay,eysna,1.0,0.3595188284518828
547,balar,bral,0.8,0.3593619246861925
2409,labra,bral,0.8,0.3593619246861925
213,albar,bral,0.8,0.3593619246861925
3613,rabal,bral,0.8,0.3593619246861925
2689,mandi,mdina,1.0,0.35936192468619244
2084,guisa,sgiua,1.0,0.35930962343096234
4007,sigua,sgiua,1.0,0.35930962343096234
706,bolin,blino,1.0,0.3593096234309623
2515,libon,blino,1.0,0.3593096234309623
794,bueno,ebuno,1.0,0.3593096234309623
2137,hedor,erdho,1.0,0.3593096234309623
10,bueno,ebuno,1.0,0.3593096234309623
1852,friso,fsrio,1.0,0.3592573221757322
3865,rutel,erlut,1.0,0.3591527196652719
2634,lurte,erlut,1.0,0.3591527196652719
3599,quila,lqiua,1.0,0.3591004184100418
4164,talud,dluat,1.0,0.35899581589958157
3891,salea,eals,0.8,0.3589435146443515
4692,yesca,eysca,1.0,0.35889121338912133
2793,micer,ercmi,1.0,0.35889121338912133
2032,gripo,grpio,1.0,0.3587866108786611
3393,pigro,grpio,1.0,0.3587866108786611
1206,cobil,bclio,1.0,0.35868200836820086
786,buceo,ebcuo,1.0,0.35868200836820086
3262,paral,rpal,0.8,0.35868200836820086
3276,parla,rpal,0.8,0.35868200836820086
2555,lipon,plino,1.0,0.3586297071129707
3401,pilon,plino,1.0,0.3586297071129707
3408,pinol,plino,1.0,0.3586297071129707
3484,polin,plino,1.0,0.3586297071129707
4129,tacet,ecat,0.8,0.35862970711297065
118,actea,etac,0.8,0.35862970711297065
4026,sirte,esrit,1.0,0.35857740585774056
1984,gonce,egcno,1.0,0.35857740585774056
337,anojo,naoj,0.8,0.35852510460251047
336,anoja,naoj,0.8,0.35852510460251047
2877,monte,emnto,1.0,0.35842050209205023
1293,corps,srcpo,1.0,0.35826359832635984
1842,fredo,efrdo,1.0,0.35810669456066946
2235,hutia,hiuat,1.0,0.3580543933054393
3370,peuco,epcuo,1.0,0.3580020920502092
3198,ozona,znao,0.8,0.3579497907949791
2661,magin,gmina,1.0,0.35784518828451883
3750,rinon,nroi,0.8,0.35784518828451883
2810,minga,gmina,1.0,0.35784518828451883
1073,chaul,clhua,1.0,0.35726987447698744
2609,lucha,clhua,1.0,0.35726987447698744
1133,chula,clhua,1.0,0.35726987447698744
1175,circo,rcoi,0.8,0.35721757322175735
3739,ricio,rcoi,0.8,0.35721757322175735
3776,rocio,rcoi,0.8,0.35721757322175735
1177,cirro,rcoi,0.8,0.35721757322175735
1176,cirio,rcoi,0.8,0.35721757322175735
572,bantu,bunat,1.0,0.3571652719665272
2588,loche,eclho,1.0,0.3570083682008368
2468,lecho,eclho,1.0,0.3570083682008368
1085,chelo,eclho,1.0,0.3570083682008368
2816,miope,epmio,1.0,0.3570083682008368
683,blusa,sblua,1.0,0.3568514644351465
1868,fugar,fgrua,1.0,0.3568514644351465
263,aloya,yaol,0.8,0.35679916317991633
2631,lunfa,fluna,1.0,0.35669456066945604
2176,hisca,schia,1.0,0.35669456066945604
2352,joder,erdjo,1.0,0.35669456066945604
1104,chisa,schia,1.0,0.35669456066945604
4188,taque,equat,1.0,0.35669456066945604
103,achis,schia,1.0,0.35669456066945604
1474,demas,esmda,1.0,0.35664225941422595
4623,visor,vsrio,1.0,0.35648535564853556
3573,punta,punat,1.0,0.3564853556485355
1734,fenol,eflno,1.0,0.3564330543933054
1724,felon,eflno,1.0,0.3564330543933054
4774,zurda,zrdua,1.0,0.35638075313807527
1778,fisan,fsina,1.0,0.35611924686192464
3365,pesol,esplo,1.0,0.35591004184100417
1019,celfo,efclo,1.0,0.3558054393305439
1790,fleco,efclo,1.0,0.3558054393305439
3405,pinga,gpina,1.0,0.35564853556485354
1663,exida,edxia,1.0,0.3555962343096234
4597,vieja,evjia,1.0,0.3555962343096234
4590,viaje,evjia,1.0,0.3555962343096234
4282,timba,bmiat,1.0,0.3555439330543933
499,ayear,erya,0.8,0.3554916317991632
4671,yarey,erya,0.8,0.3554916317991632
3733,reyar,eyra,0.8,0.35549163179916315
4685,yerra,eyra,0.8,0.35549163179916315
2043,gruja,grjua,1.0,0.35543933054393306
2375,jugar,grjua,1.0,0.35543933054393306
2391,jutia,jiuat,1.0,0.355439330543933
4515,usura,uras,0.8,0.3553870292887029
2324,jeito,ejito,1.0,0.35517782426778244
2361,jorge,egrjo,1.0,0.35517782426778244
29,jorge,egrjo,1.0,0.35517782426778244
2345,jiote,ejito,1.0,0.35517782426778244
3172,osero,eros,0.8,0.3551255230125523
211,alaui,uali,0.8,0.3551255230125523
3815,roseo,eros,0.8,0.3551255230125523
433,asado,aods,0.8,0.35496861924686196
3169,osado,aods,0.8,0.35496861924686196
1731,fenda,efdna,1.0,0.3549686192468619
4286,timpa,pmiat,1.0,0.35486401673640167
1611,eolio,eoli,0.8,0.35486401673640167
2097,habil,blhia,1.0,0.3547594142259414
4092,sucio,sciuo,1.0,0.35470711297071134
4682,yermo,eyrmo,1.0,0.35465481171548113
2791,meyor,eyrmo,1.0,0.35465481171548113
2284,izote,ezito,1.0,0.35460251046025104
2419,ladra,rdal,0.8,0.3542364016736402
2441,larda,rdal,0.8,0.3542364016736402
3622,radal,lrad,0.8,0.3542364016736402
138,adral,rald,0.8,0.3542364016736402
2546,lindo,dlino,1.0,0.35418410041841003
1561,dueno,eduno,1.0,0.35418410041841003
1170,cinia,naci,0.8,0.3540794979079498
2229,huron,rhuno,1.0,0.3540794979079498
905,cania,naci,0.8,0.3540794979079498
1168,cinca,naci,0.8,0.3540794979079498
1148,ciani,naci,0.8,0.3540794979079498
2349,jisca,scjia,1.0,0.3540794979079498
1893,gache,egcha,1.0,0.35402719665271964
2613,lucir,rcliu,1.0,0.3539748953974895
2395,karst,srkat,1.0,0.3539225941422594
2686,manar,rnam,0.8,0.3539225941422594
3074,novel,evlno,1.0,0.3536610878661087
4563,velon,evlno,1.0,0.3536610878661087
1514,docil,cldio,1.0,0.35355648535564854
3837,rucho,rchuo,1.0,0.35345188284518825
1141,churo,rchuo,1.0,0.35345188284518825
2705,marca,racm,0.8,0.35329497907949786
2642,macar,racm,0.8,0.35329497907949786
3933,sarta,rats,0.8,0.35298117154811715
470,atras,rats,0.8,0.35298117154811715
4204,tasar,rats,0.8,0.35298117154811715
3362,pesga,esgpa,1.0,0.352928870292887
1386,culto,cluto,1.0,0.3528765690376569
3749,rinde,erdin,1.0,0.3528765690376569
3845,rufon,fruno,1.0,0.35287656903765685
2420,lagar,rgal,0.8,0.3527196652719666
238,algar,rgal,0.8,0.3527196652719666
2443,larga,rgal,0.8,0.3527196652719666
1929,garla,rgal,0.8,0.3527196652719666
4278,tilla,atli,0.8,0.3527196652719665
4276,tilia,atli,0.8,0.3527196652719665
3580,puyar,yrpua,1.0,0.3527196652719665
2531,ligon,glino,1.0,0.3526673640167364
2746,medio,emdio,1.0,0.35256276150627613
2799,miedo,emdio,1.0,0.35256276150627613
747,brana,bnra,0.8,0.35240585774058575
2950,nabar,rbna,0.8,0.35240585774058575
562,banar,rbna,0.8,0.35240585774058575
1462,decir,ercdi,1.0,0.3522489539748954
4566,venda,evdna,1.0,0.35219665271966527
3603,quina,qiuna,1.0,0.3521443514644351
86,abuje,ebjua,1.0,0.3521443514644351
3742,rifar,frai,0.8,0.35209205020920503
1700,faria,frai,0.8,0.35209205020920503
712,bomba,bmao,0.8,0.35209205020920503
3628,rafia,frai,0.8,0.35209205020920503
149,afiar,frai,0.8,0.35209205020920503
2679,mambo,baom,0.8,0.35209205020920503
4454,tunda,dunat,1.0,0.3520397489539749
2898,motil,mlito,1.0,0.3518828451882845
4284,timol,mlito,1.0,0.3518828451882845
3862,rusel,esrlu,1.0,0.3518828451882845
578,barca,brac,0.8,0.35177824267782426
839,cabra,brac,0.8,0.35177824267782426
11,cabra,brac,0.8,0.35177824267782426
932,carba,racb,0.8,0.3517782426778242
690,bocin,bcino,1.0,0.35172594142259417
3905,salud,sdlua,1.0,0.35172594142259417
1420,cuter,ercut,1.0,0.3515690376569037
1424,cutre,ercut,1.0,0.3515690376569037
928,caqui,cqiua,1.0,0.3515167364016737
1533,dosel,esldo,1.0,0.35146443514644354
3221,pajil,pljia,1.0,0.35146443514644354
2700,manus,smuna,1.0,0.3514121338912134
3492,pompa,mpao,0.8,0.3514121338912134
2265,ingre,egrin,1.0,0.3513598326359833
1634,escas,eacs,0.8,0.35135983263598325
2090,gumia,gmiua,1.0,0.3513075313807531
2783,meson,esmno,1.0,0.35115062761506277
2770,menso,esmno,1.0,0.35115062761506277
2769,menos,esmno,1.0,0.35115062761506277
2894,mosen,esmno,1.0,0.35115062761506277
917,capar,racp,0.8,0.3510983263598326
950,carpa,racp,0.8,0.3510983263598326
3265,parca,rpac,0.8,0.3510983263598326
1272,copin,pcino,1.0,0.3510460251046025
2750,meigo,egmio,1.0,0.3510460251046025
3494,ponci,pcino,1.0,0.3510460251046025
3385,picon,pcino,1.0,0.3510460251046025
256,almea,eaml,0.8,0.35094142259414224
2758,mella,eaml,0.8,0.35094142259414224
227,alema,eaml,0.8,0.35094142259414224
2437,lapiz,zplia,1.0,0.35088912133891215
2387,jurco,rcjuo,1.0,0.350836820083682
1418,cusma,scmua,1.0,0.35078451882845185
3438,piure,erpiu,1.0,0.35078451882845185
2273,irupe,erpiu,1.0,0.35078451882845185
3016,nicle,eclin,1.0,0.3505753138075314
2544,lince,eclin,1.0,0.3505753138075314
1642,estay,eysat,1.0,0.3505753138075313
2830,mitad,mdiat,1.0,0.350418410041841
3322,pedio,epdio,1.0,0.3503661087866109
22,edipo,epdio,1.0,0.3503661087866109
1136,chuna,chuna,1.0,0.35031380753138075
2399,koala,laok,0.8,0.3502092050209205
3666,razia,zrai,0.8,0.3501046025104602
3762,rizar,zrai,0.8,0.3501046025104602
3048,noche,echno,1.0,0.3500523012552301
1966,glose,esglo,1.0,0.3499476987447699
4081,sport,srpto,1.0,0.3499476987447699
1976,goles,esglo,1.0,0.3499476987447699
2147,heril,erlhi,1.0,0.3497907949790795
2069,gubia,bgiua,1.0,0.3497907949790795
4343,topil,plito,1.0,0.34968619246861926
1636,esnob,esbno,1.0,0.3496338912133891
455,atajo,oatj,0.8,0.34958158995815897
3126,ojota,atoj,0.8,0.34958158995815897
1414,curvo,vrcuo,1.0,0.34947698744769873
3922,saque,esqua,1.0,0.34942468619246864
519,bable,ebal,0.8,0.34942468619246864
552,balea,ebal,0.8,0.34942468619246864
517,babel,ebal,0.8,0.34942468619246864
199,alabe,ebal,0.8,0.34942468619246864
4611,virar,arvi,0.8,0.34932008368200834
4633,vivar,ravi,0.8,0.34932008368200834
489,aviar,ravi,0.8,0.34932008368200834
3133,ollao,aol,0.6,0.34926778242677825
207,alalo,aol,0.6,0.34926778242677825
1791,fleja,eflja,1.0,0.34926778242677825
826,busca,sbcua,1.0,0.34926778242677825
497,ayaco,yaco,0.8,0.3492154811715481
673,biter,ebrit,1.0,0.3490585774058577
2281,itrio,rtoi,0.8,0.3489016736401674
4359,torio,rtoi,0.8,0.3489016736401674
4299,tirio,rtoi,0.8,0.3489016736401674
216,album,bmlua,1.0,0.34884937238493724
2400,koine,ekino,1.0,0.3488493723849372
3459,plepa,epal,0.8,0.348744769874477
3345,pepla,epal,0.8,0.348744769874477
3333,pella,epal,0.8,0.348744769874477
3332,pelea,epal,0.8,0.348744769874477
3258,papel,epal,0.8,0.348744769874477
2200,hotel,elhto,1.0,0.34869246861924685
2645,machi,cmhia,1.0,0.34869246861924685
2794,micha,cmhia,1.0,0.34869246861924685
2485,lembo,ebmlo,1.0,0.3485878661087866
2839,moble,ebmlo,1.0,0.3485878661087866
3743,rifle,efrli,1.0,0.3485878661087866
630,bemol,ebmlo,1.0,0.3485878661087866
1419,cuspa,spcua,1.0,0.3485878661087866
1483,desga,esgda,1.0,0.3484832635983264
2363,joule,eljuo,1.0,0.3484832635983264
141,adufe,efdua,1.0,0.34843096234309623
4413,tripe,erpit,1.0,0.3483786610878661
1308,cospe,espco,1.0,0.348326359832636
3463,pluma,pmlua,1.0,0.3481694560669456
2589,locro,rcol,0.8,0.3481171548117155
1198,cloro,rcol,0.8,0.3481171548117155
1246,color,rcol,0.8,0.3481171548117155
1631,errar,era,0.6,0.3479602510460251
2486,lempo,epmlo,1.0,0.347907949790795
4095,sudor,srduo,1.0,0.347907949790795
1548,druso,srduo,1.0,0.347907949790795
739,boxer,ebrxo,1.0,0.3478033472803347
2568,liudo,dliuo,1.0,0.34764644351464435
2616,ludio,dliuo,1.0,0.34764644351464435
4106,suiza,sziua,1.0,0.3475941422594142
4019,simpa,spmia,1.0,0.3475941422594142
1371,cuica,uaci,0.8,0.3475418410041841
1801,flote,eflto,1.0,0.34748953974895397
2933,murar,uram,0.8,0.3473849372384937
299,amura,uram,0.8,0.3473849372384937
314,andar,rnad,0.8,0.3472803347280335
1439,danar,rnad,0.8,0.3472803347280335
2957,nadar,rnad,0.8,0.3472803347280335
3643,randa,nrad,0.8,0.3472803347280335
253,aljez,ezlja,1.0,0.34728033472803344
649,bicha,bchia,1.0,0.34717573221757325
2347,jirel,erlji,1.0,0.3471757322175732
50,romeo,emro,0.8,0.3471234309623431
3139,omero,emro,0.8,0.3471234309623431
3796,romeo,emro,0.8,0.3471234309623431
4652,vuelo,evluo,1.0,0.3471234309623431
2883,moreo,erom,0.8,0.34712343096234305
3540,proiz,zrpio,1.0,0.34707112970711296
3081,nucir,rciun,1.0,0.34701882845188287
4492,uncir,rciun,1.0,0.34701882845188287
30,judea,edjua,1.0,0.3470188284518828
273,amado,aomd,0.8,0.3469665271966527
934,carda,racd,0.8,0.34665271966527195
1223,codin,cdino,1.0,0.34660041841004186
1100,chipa,pchia,1.0,0.34649581589958156
3381,picha,pchia,1.0,0.34649581589958156
2809,minaz,zmina,1.0,0.3461297071129707
4699,yucal,yclua,1.0,0.3459728033472803
4453,tunco,cunto,1.0,0.3459205020920502
824,burra,brua,0.8,0.3458682008368201
4580,veril,evrli,1.0,0.34581589958159
813,bunio,biuno,1.0,0.34581589958159
3078,nubio,biuno,1.0,0.34581589958159
398,argan,rgan,0.8,0.3457635983263599
2004,grana,gran,0.8,0.3457635983263599
1914,ganar,rgan,0.8,0.3457635983263599
343,antia,nati,0.8,0.34576359832635983
4290,tinta,nati,0.8,0.34576359832635983
4305,titan,nati,0.8,0.34576359832635983
327,angra,grna,0.8,0.34576359832635983
4142,taina,nati,0.8,0.34576359832635983
4108,sulco,scluo,1.0,0.3456066945606695
2635,lusco,scluo,1.0,0.3456066945606695
3772,robre,ebro,0.8,0.34560669456066945
1624,erebo,ebro,0.8,0.34560669456066945
724,boreo,ebro,0.8,0.34560669456066945
638,berro,ebro,0.8,0.34560669456066945
2054,guaje,egjua,1.0,0.3455020920502092
134,adoba,baod,0.8,0.3454497907949791
136,adobo,baod,0.8,0.3454497907949791
4027,sisal,ials,0.8,0.34544979079497906
4013,silla,ials,0.8,0.34544979079497906
274,amago,gaom,0.8,0.34544979079497906
244,alias,asli,0.8,0.34544979079497906
2359,jorfe,efrjo,1.0,0.34544979079497906
1562,dueto,eduto,1.0,0.3452405857740586
3991,sexta,esxat,1.0,0.34524058577405853
789,bucio,bciuo,1.0,0.34518828451882844
3576,pupar,urpa,0.8,0.34518828451882844
480,aupar,urap,0.8,0.34518828451882844
2231,hurto,rhuto,1.0,0.34513598326359834
854,cagar,rgac,0.8,0.34513598326359834
940,carga,rgac,0.8,0.34513598326359834
4264,tiaca,cati,0.8,0.34513598326359834
778,brumo,brmuo,1.0,0.3450313807531381
3853,rumbo,brmuo,1.0,0.3450313807531381
4487,umbro,brmuo,1.0,0.3450313807531381
2969,nalca,nacl,0.8,0.34497907949790796
4384,trama,rtma,0.8,0.34497907949790796
897,canal,nacl,0.8,0.34497907949790796
866,calan,nacl,0.8,0.34497907949790796
311,ancla,nacl,0.8,0.34497907949790796
35,marta,ratm,0.8,0.3449790794979079
2725,matar,ratm,0.8,0.3449790794979079
2716,marta,ratm,0.8,0.3449790794979079
4198,tarma,ratm,0.8,0.3449790794979079
4285,timon,minto,1.0,0.3449267782426778
4330,tomin,minto,1.0,0.3449267782426778
2899,motin,minto,1.0,0.3449267782426778
2833,miton,minto,1.0,0.3449267782426778
3356,perro,erpo,0.8,0.3449267782426778
1740,feroz,efzro,1.0,0.34487447698744766
3745,rigue,egriu,1.0,0.3448221757322176
361,apodo,aopd,0.8,0.3447698744769875
3147,opado,paod,0.8,0.3447698744769874
2940,museo,esmuo,1.0,0.34461297071129704
677,bizna,zbina,1.0,0.34461297071129704
664,binza,zbina,1.0,0.34461297071129704
2913,mueso,esmuo,1.0,0.34461297071129704
3249,panji,pjina,1.0,0.34450836820083686
1477,denso,esdno,1.0,0.34450836820083686
1495,diego,egdio,1.0,0.34440376569037656
4624,vista,vsiat,1.0,0.34440376569037656
1437,dalle,elad,0.8,0.3442991631799163
223,aleda,edal,0.8,0.3442991631799163
1464,dedal,elad,0.8,0.3442991631799163
220,aldea,edal,0.8,0.3442991631799163
4093,sucre,esrcu,1.0,0.34429916317991627
1720,fecha,efcha,1.0,0.34429916317991627
2111,halar,rahl,0.8,0.3441945606694561
1553,ducas,scdua,1.0,0.34414225941422594
2691,manea,enam,0.8,0.34398535564853555
1601,enema,enam,0.8,0.34398535564853555
1859,fruto,fruto,1.0,0.34393305439330546
1880,furto,fruto,1.0,0.34393305439330546
3412,pinza,zpina,1.0,0.34393305439330546
2487,lemur,ermlu,1.0,0.3438807531380753
258,almud,mdlua,1.0,0.343723849372385
2072,gueto,eguto,1.0,0.3437238493723849
2209,hueco,echuo,1.0,0.3435146443514644
4377,traba,brta,0.8,0.34346234309623436
3788,rojez,ezrjo,1.0,0.3434623430962343
2858,molde,emdlo,1.0,0.3434623430962343
735,botin,binto,1.0,0.3434100418410042
3441,pizca,zpcia,1.0,0.3433054393305439
161,agnus,sguna,1.0,0.34325313807531377
3608,quita,qiuat,1.0,0.3432008368200837
4009,silbo,sblio,1.0,0.34309623430962344
2026,grifo,fgrio,1.0,0.34309623430962344
4477,uebos,esbuo,1.0,0.34309623430962344
4088,subeo,esbuo,1.0,0.34309623430962344
4082,spray,ysrpa,1.0,0.3430439330543933
4257,testa,eats,0.8,0.3430439330543933
3879,saeta,eats,0.8,0.3430439330543933
3626,rafal,fral,0.8,0.3429916317991632
234,alfar,fral,0.8,0.3429916317991632
1768,filon,flino,1.0,0.342939330543933
4717,zahen,ezhna,1.0,0.342939330543933
1819,fonil,flino,1.0,0.342939330543933
2144,henir,erhin,1.0,0.3428347280334728
364,aptar,ratp,0.8,0.34278242677824267
2578,llega,egal,0.8,0.34278242677824267
3647,rapta,trap,0.8,0.34278242677824267
1900,galea,egal,0.8,0.34278242677824267
2470,legal,egal,0.8,0.34278242677824267
4180,tapar,ratp,0.8,0.34278242677824267
4386,trapa,rtpa,0.8,0.34278242677824267
3436,piton,pinto,1.0,0.3427301255230125
3411,pinto,pinto,1.0,0.3427301255230125
45,pinto,pinto,1.0,0.3427301255230125
4274,tigre,egrit,1.0,0.3424163179916318
817,burel,ebrlu,1.0,0.34236401673640166
4083,stand,sdnat,1.0,0.34236401673640166
1750,feuco,efcuo,1.0,0.34231171548117156
338,anona,nao,0.6,0.34231171548117156
2895,moste,esmto,1.0,0.34220711297071127
2785,mesto,esmto,1.0,0.34220711297071127
1967,gluma,gmlua,1.0,0.34220711297071127
808,bulda,bdlua,1.0,0.34220711297071127
1493,dicha,cdhia,1.0,0.34205020920502094
1981,gomel,egmlo,1.0,0.34194560669456064
680,bledo,ebdlo,1.0,0.34194560669456064
1512,doble,ebldo,1.0,0.34194560669456064
2756,melgo,egmlo,1.0,0.34194560669456064
88,acabe,ebac,0.8,0.3418410041841004
73,abece,ebac,0.8,0.3418410041841004
4596,vidro,vrdio,1.0,0.3418410041841004
3314,peana,enpa,0.8,0.3417887029288703
2315,jaspe,espja,1.0,0.3417887029288703
356,apena,enap,0.8,0.3417887029288703
360,apnea,enap,0.8,0.3417887029288703
2978,napea,enap,0.8,0.3417887029288703
842,cacao,aco,0.6,0.34168410041841
4005,sigma,sgmia,1.0,0.34163179916317993
4024,sirio,iros,0.8,0.3416317991631799
55,sirio,iros,0.8,0.3416317991631799
1052,cetil,eclit,1.0,0.3416317991631799
2294,jalar,rajl,0.8,0.3415794979079498
2309,jaral,rajl,0.8,0.3415794979079498
2354,jolin,ljino,1.0,0.3415271966527197
1567,dupla,pldua,1.0,0.3415271966527197
3590,quema,emqua,1.0,0.3414225941422594
2703,maque,emqua,1.0,0.3414225941422594
1757,fiemo,efmio,1.0,0.34131799163179916
1387,cumba,bcmua,1.0,0.34126569037656906
1291,corno,nrco,0.8,0.34116108786610877
1664,exito,exito,1.0,0.34116108786610877
3802,ronco,nrco,0.8,0.34116108786610877
919,capea,eacp,0.8,0.34116108786610877
1339,crono,nrco,0.8,0.34116108786610877
1124,chote,echto,1.0,0.3411087866108786
4314,toche,echto,1.0,0.3411087866108786
4218,techo,echto,1.0,0.3411087866108786
601,batey,eybat,1.0,0.34105648535564853
2465,lazar,zral,0.8,0.3410041841004184
272,alzar,zral,0.8,0.3410041841004184
1024,cembo,ebcmo,1.0,0.3410041841004184
446,aspid,spdia,1.0,0.3409518828451883
3106,ocuje,ecjuo,1.0,0.34089958158995814
1557,dudar,urad,0.8,0.34074267782426776
140,aduar,urad,0.8,0.34074267782426776
1570,durar,urad,0.8,0.34074267782426776
3659,rauda,urad,0.8,0.34074267782426776
1391,cumpa,pcmua,1.0,0.3405857740585774
3394,pihua,phiua,1.0,0.3405857740585774
1894,gachi,gchia,1.0,0.3405334728033473
3780,rodeo,erod,0.8,0.34048117154811713
3686,redro,erod,0.8,0.34048117154811713
3685,redor,erod,0.8,0.34048117154811713
3307,paves,evspa,1.0,0.34042887029288704
62,virgo,vgrio,1.0,0.34032426778242675
4613,virgo,vgrio,1.0,0.34032426778242675
4765,zueco,ezcuo,1.0,0.34032426778242675
4601,vigor,vgrio,1.0,0.34032426778242675
1370,cuezo,ezcuo,1.0,0.34032426778242675
3697,rejin,erjin,1.0,0.3402196652719665
2446,larva,ravl,0.8,0.3402196652719665
4542,varal,ravl,0.8,0.3402196652719665
2462,lavar,ravl,0.8,0.3402196652719665
4530,valar,ravl,0.8,0.3402196652719665
3086,nuevo,evuno,1.0,0.3401673640167364
1374,cuido,cdiuo,1.0,0.3400627615062761
2344,jinda,djina,1.0,0.3400627615062761
798,bufia,fbiua,1.0,0.3400627615062761
3513,poste,espto,1.0,0.34001046025104603
3971,septo,espto,1.0,0.34001046025104603
3562,pulga,gplua,1.0,0.34001046025104603
575,baque,ebqua,1.0,0.3399058577405858
1979,golpe,egplo,1.0,0.3397489539748954
2383,junta,junat,1.0,0.3393828451882845
3629,ragua,ugra,0.8,0.33922594142259416
1934,garua,rgau,0.8,0.33922594142259416
4474,tutia,uati,0.8,0.33922594142259416
4508,uruga,ugra,0.8,0.33922594142259416
3846,rugar,ugra,0.8,0.33922594142259416
169,aguar,ruga,0.8,0.3392259414225941
477,augur,ruga,0.8,0.3392259414225941
2061,guara,ruga,0.8,0.3392259414225941
2079,guino,giuno,1.0,0.339173640167364
2080,guion,giuno,1.0,0.339173640167364
2335,jeton,ejnto,1.0,0.3391213389121339
4229,tejon,ejnto,1.0,0.3391213389121339
2459,launa,unal,0.8,0.33906903765690377
345,anual,unal,0.8,0.33906903765690377
4307,titeo,etoi,0.8,0.33896443514644353
4570,venir,evrin,1.0,0.3388598326359833
1492,dicaz,zcdia,1.0,0.3388598326359833
2483,lejos,esljo,1.0,0.33880753138075315
2489,lenon,enol,0.8,0.33880753138075315
2580,lleno,enol,0.8,0.33880753138075315
1510,divan,vdina,1.0,0.33870292887029285
805,bujia,bjiua,1.0,0.33865062761506276
4112,sunco,scuno,1.0,0.33865062761506276
341,ansia,inas,0.8,0.3384937238493724
182,ainas,nasi,0.8,0.3384937238493724
440,asina,inas,0.8,0.3384937238493724
981,caula,uacl,0.8,0.3384414225941423
121,acula,uacl,0.8,0.3384414225941423
2044,grumo,grmuo,1.0,0.3383891213389122
816,burdo,brduo,1.0,0.3383891213389122
2919,mugor,grmuo,1.0,0.3383891213389122
1452,datar,ratd,0.8,0.338336820083682
3102,ocelo,ecol,0.8,0.33817991631799166
1240,coleo,ecol,0.8,0.33817991631799166
2577,lleco,ecol,0.8,0.33817991631799166
1022,cello,ecol,0.8,0.33817991631799166
4763,zubia,zbiua,1.0,0.3380753138075314
1422,cutir,rciut,1.0,0.33807531380753136
3304,pauji,pjiua,1.0,0.3379707112970711
3988,seudo,esduo,1.0,0.3379707112970711
1178,cisca,acsi,0.8,0.3378661087866109
962,casia,iacs,0.8,0.33786610878661083
4029,sisca,iacs,0.8,0.33786610878661083
963,casis,iacs,0.8,0.33786610878661083
4559,velay,eyvla,1.0,0.33781380753138074
4587,veton,evnto,1.0,0.33776150627615065
3557,pudor,rpduo,1.0,0.3377092050209205
3389,piejo,epjio,1.0,0.3377092050209205
441,asmar,rams,0.8,0.3377092050209205
2719,masar,rams,0.8,0.3377092050209205
4018,simon,smino,1.0,0.33765690376569035
2872,monis,smino,1.0,0.33765690376569035
2803,milla,amli,0.8,0.3374476987447699
2425,lamia,amli,0.8,0.3374476987447699
4772,zupia,zpiua,1.0,0.33739539748953973
317,anden,enad,0.8,0.33734309623430964
304,anade,enad,0.8,0.33734309623430964
4169,tamiz,zmiat,1.0,0.3371861924686192
2727,matiz,zmiat,1.0,0.3371861924686192
1255,comis,scmio,1.0,0.33702928870292886
820,burgo,bgruo,1.0,0.3368723849372385
774,brugo,bgruo,1.0,0.3368723849372385
2011,grata,tgra,0.8,0.3368200836820084
4676,yegua,eygua,1.0,0.33682008368200833
3079,nublo,bluno,1.0,0.3367154811715481
811,bulon,bluno,1.0,0.3367154811715481
2988,natal,natl,0.8,0.336663179916318
1884,fusor,fsruo,1.0,0.336663179916318
4150,talan,natl,0.8,0.336663179916318
383,archa,rach,0.8,0.33661087866108785
3620,racha,crah,0.8,0.33661087866108785
2119,harca,rahc,0.8,0.33661087866108785
3015,nicho,chino,1.0,0.3365585774058577
1099,chino,chino,1.0,0.3365585774058577
2167,hinco,chino,1.0,0.3365585774058577
4004,siglo,sglio,1.0,0.33645397489539747
2594,logis,sglio,1.0,0.33645397489539747
2317,jatib,bjiat,1.0,0.336244769874477
2046,grupo,grpuo,1.0,0.3361924686192469
590,basar,bras,0.8,0.3361924686192469
748,brasa,bras,0.8,0.3361924686192469
2218,huida,dhiua,1.0,0.33614016736401675
884,calta,tacl,0.8,0.3360355648535565
1694,fanar,rfna,0.8,0.33603556485355646
2961,nafra,rfna,0.8,0.33603556485355646
3607,quisa,sqiua,1.0,0.3359309623430963
539,baila,bali,0.8,0.3359309623430962
2405,labia,bali,0.8,0.3359309623430962
2406,labil,bali,0.8,0.3359309623430962
659,billa,bali,0.8,0.3359309623430962
2621,lugre,egrlu,1.0,0.3357217573221757
2215,hueva,evhua,1.0,0.3356171548117155
3654,raspa,raps,0.8,0.3355125523012552
444,aspar,raps,0.8,0.3355125523012552
3285,pasar,rpas,0.8,0.3355125523012552
652,bicos,sbcio,1.0,0.3355125523012552
3993,short,srhto,1.0,0.3354602510460251
3036,nipos,spino,1.0,0.33546025104602506
3428,pison,spino,1.0,0.33546025104602506
1227,cofin,fcino,1.0,0.3353556485355649
3227,palia,pali,0.8,0.3352510460251046
3234,palpi,pali,0.8,0.3352510460251046
3398,pilla,pali,0.8,0.3352510460251046
3215,paila,pali,0.8,0.3352510460251046
236,alfiz,fzlia,1.0,0.3351987447698745
156,agace,egac,0.8,0.33519874476987443
3956,segri,esgri,1.0,0.33514644351464434
2539,limbo,bmlio,1.0,0.33509414225941425
4216,teame,eatm,0.8,0.33504184100418405
